input,eval_context,expected_output
Quick question — What does CrPC Section 154 say about registering an FIR?,REFERENCE ANSWER: CrPC Section 154 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.173 of the Bharatiya Nagarik Suraksha Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNSS s.173,CrPC Section 154 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.173 of the Bharatiya Nagarik Suraksha Sanhita 2023.
Quick question — What does CrPC Section 437 say about bail in non-bailable offences?,REFERENCE ANSWER: CrPC Section 437 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.480 of the Bharatiya Nagarik Suraksha Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNSS s.480,CrPC Section 437 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.480 of the Bharatiya Nagarik Suraksha Sanhita 2023.
Quick question — What does CrPC Section 482 say about the inherent powers of the High Court?,REFERENCE ANSWER: CrPC Section 482 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.528 of the Bharatiya Nagarik Suraksha Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNSS s.528,CrPC Section 482 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.528 of the Bharatiya Nagarik Suraksha Sanhita 2023.
Quick question — What does the Indian Evidence Act say about opinions of experts?,REFERENCE ANSWER: Section 45 of the Indian Evidence Act is repealed (Indian Evidence Act 1872); current provision is BSA s.39 of the Bharatiya Sakshya Adhiniyam 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BSA s.39,Section 45 of the Indian Evidence Act is repealed (Indian Evidence Act 1872); current provision is BSA s.39 of the Bharatiya Sakshya Adhiniyam 2023.
Quick question — What does Section 65B of the Indian Evidence Act say about electronic records?,REFERENCE ANSWER: Section 65B of the Indian Evidence Act is repealed (Indian Evidence Act 1872); current provision is BSA s.63 of the Bharatiya Sakshya Adhiniyam 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BSA s.63,Section 65B of the Indian Evidence Act is repealed (Indian Evidence Act 1872); current provision is BSA s.63 of the Bharatiya Sakshya Adhiniyam 2023.
Quick question — What does the Consumer Protection Act 1986 say about who is a consumer?,REFERENCE ANSWER: CP Act 1986 is repealed; replaced by Consumer Protection Act 2019 (consumer def in CP s.2). | EXPECTED CITATIONS: LAW_MAPPINGS:full|CP s.2,CP Act 1986 is repealed; replaced by Consumer Protection Act 2019 (consumer def in CP s.2).
Could you tell me: What is the current provision for murder that replaced IPC 302?,REFERENCE ANSWER: IPC Section 302 is repealed (Indian Penal Code 1860); current provision is BNS s.103 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.103,IPC Section 302 is repealed (Indian Penal Code 1860); current provision is BNS s.103 of the Bharatiya Nyaya Sanhita 2023.
Quick question — Is IPC 375 still in force for rape?,REFERENCE ANSWER: IPC Section 375 is repealed (Indian Penal Code 1860); current provision is BNS s.63 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.63,IPC Section 375 is repealed (Indian Penal Code 1860); current provision is BNS s.63 of the Bharatiya Nyaya Sanhita 2023.
Quick question — Is IPC 420 still the cheating provision?,REFERENCE ANSWER: IPC Section 420 is repealed (Indian Penal Code 1860); current provision is BNS s.318 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.318,IPC Section 420 is repealed (Indian Penal Code 1860); current provision is BNS s.318 of the Bharatiya Nyaya Sanhita 2023.
Quick question — Is IPC 378 still the theft provision?,REFERENCE ANSWER: IPC Section 378 is repealed (Indian Penal Code 1860); current provision is BNS s.303 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.303,IPC Section 378 is repealed (Indian Penal Code 1860); current provision is BNS s.303 of the Bharatiya Nyaya Sanhita 2023.
Quick question — Is IPC 390 still in force for robbery?,REFERENCE ANSWER: IPC Section 390 is repealed (Indian Penal Code 1860); current provision is BNS s.309 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.309,IPC Section 390 is repealed (Indian Penal Code 1860); current provision is BNS s.309 of the Bharatiya Nyaya Sanhita 2023.
What does the Companies Act 2013 say about board meetings?,REFERENCE ANSWER: Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus.
What does the Income Tax Act say about capital gains?,REFERENCE ANSWER: Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus.
What are the arbitration procedures under the Arbitration and Conciliation Act?,REFERENCE ANSWER: Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus.
What does the Right to Information Act 2005 say about public authorities?,REFERENCE ANSWER: Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus.
What is the legal framework for GST in India?,REFERENCE ANSWER: Refusal — the GST legal framework in India is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the GST legal framework in India is not present in the indexed legal corpus.
What are the provisions of the Hindu Marriage Act?,REFERENCE ANSWER: Refusal — the Hindu Marriage Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Hindu Marriage Act is not present in the indexed legal corpus.
What does the Motor Vehicles Act say about insurance?,REFERENCE ANSWER: Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus.
What are the provisions for bail under the Prevention of Money Laundering Act?,REFERENCE ANSWER: Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus.
What does the Negotiable Instruments Act say about a bounced cheque?,REFERENCE ANSWER: Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus.
What does the Transfer of Property Act say about a sale of immovable property?,REFERENCE ANSWER: Refusal — the Transfer of Property Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Transfer of Property Act is not present in the indexed legal corpus.
What does the Specific Relief Act say about specific performance?,REFERENCE ANSWER: Refusal — the Specific Relief Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Specific Relief Act is not present in the indexed legal corpus.
What does the Industrial Disputes Act say about retrenchment?,REFERENCE ANSWER: Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus.
How often must a company hold board meetings under the Companies Act?,REFERENCE ANSWER: Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus.
How is capital gains tax computed under the Income Tax Act?,REFERENCE ANSWER: Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus.
How is an arbitral tribunal constituted under the Arbitration Act?,REFERENCE ANSWER: Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus.
What are the duties of a public authority under the RTI Act?,REFERENCE ANSWER: Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus.
How is GST levied under the CGST Act?,REFERENCE ANSWER: Refusal — the GST legal framework in India is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the GST legal framework in India is not present in the indexed legal corpus.
What are the conditions for a valid Hindu marriage?,REFERENCE ANSWER: Refusal — the Hindu Marriage Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Hindu Marriage Act is not present in the indexed legal corpus.
Is third-party motor insurance mandatory under the Motor Vehicles Act?,REFERENCE ANSWER: Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus.
How does the PMLA treat bail applications?,REFERENCE ANSWER: Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus.
What is the punishment for cheque dishonour under the NI Act?,REFERENCE ANSWER: Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus.
How is a sale of immovable property defined under the Transfer of Property Act?,REFERENCE ANSWER: Refusal — the Transfer of Property Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Transfer of Property Act is not present in the indexed legal corpus.
When can specific performance be granted under the Specific Relief Act?,REFERENCE ANSWER: Refusal — the Specific Relief Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Specific Relief Act is not present in the indexed legal corpus.
What compensation is payable on retrenchment under the Industrial Disputes Act?,REFERENCE ANSWER: Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus.
Could you tell me: What does the Companies Act 2013 say about board meetings?,REFERENCE ANSWER: Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus.
Could you tell me: What does the Income Tax Act say about capital gains?,REFERENCE ANSWER: Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus.
Could you tell me: What are the arbitration procedures under the Arbitration and Conciliation Act?,REFERENCE ANSWER: Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus.
Could you tell me: What does the Right to Information Act 2005 say about public authorities?,REFERENCE ANSWER: Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus.
Could you tell me: What is the legal framework for GST in India?,REFERENCE ANSWER: Refusal — the GST legal framework in India is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the GST legal framework in India is not present in the indexed legal corpus.
Could you tell me: What are the provisions of the Hindu Marriage Act?,REFERENCE ANSWER: Refusal — the Hindu Marriage Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Hindu Marriage Act is not present in the indexed legal corpus.
Could you tell me: What does the Motor Vehicles Act say about insurance?,REFERENCE ANSWER: Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus.
Could you tell me: What are the provisions for bail under the Prevention of Money Laundering Act?,REFERENCE ANSWER: Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus.
Could you tell me: What does the Negotiable Instruments Act say about a bounced cheque?,REFERENCE ANSWER: Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus.
Could you tell me: What does the Transfer of Property Act say about a sale of immovable property?,REFERENCE ANSWER: Refusal — the Transfer of Property Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Transfer of Property Act is not present in the indexed legal corpus.
Could you tell me: What does the Specific Relief Act say about specific performance?,REFERENCE ANSWER: Refusal — the Specific Relief Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Specific Relief Act is not present in the indexed legal corpus.
Could you tell me: What does the Industrial Disputes Act say about retrenchment?,REFERENCE ANSWER: Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus.
Could you tell me: How often must a company hold board meetings under the Companies Act?,REFERENCE ANSWER: Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus.
Could you tell me: How is capital gains tax computed under the Income Tax Act?,REFERENCE ANSWER: Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus.
Could you tell me: How is an arbitral tribunal constituted under the Arbitration Act?,REFERENCE ANSWER: Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus.
Could you tell me: What are the duties of a public authority under the RTI Act?,REFERENCE ANSWER: Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus.
Could you tell me: How is GST levied under the CGST Act?,REFERENCE ANSWER: Refusal — the GST legal framework in India is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the GST legal framework in India is not present in the indexed legal corpus.
Could you tell me: What are the conditions for a valid Hindu marriage?,REFERENCE ANSWER: Refusal — the Hindu Marriage Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Hindu Marriage Act is not present in the indexed legal corpus.
Could you tell me: Is third-party motor insurance mandatory under the Motor Vehicles Act?,REFERENCE ANSWER: Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus.
Could you tell me: How does the PMLA treat bail applications?,REFERENCE ANSWER: Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus.
Could you tell me: What is the punishment for cheque dishonour under the NI Act?,REFERENCE ANSWER: Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus.
Could you tell me: How is a sale of immovable property defined under the Transfer of Property Act?,REFERENCE ANSWER: Refusal — the Transfer of Property Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Transfer of Property Act is not present in the indexed legal corpus.
Could you tell me: When can specific performance be granted under the Specific Relief Act?,REFERENCE ANSWER: Refusal — the Specific Relief Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Specific Relief Act is not present in the indexed legal corpus.
Could you tell me: What compensation is payable on retrenchment under the Industrial Disputes Act?,REFERENCE ANSWER: Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus.
Quick question — What does the Companies Act 2013 say about board meetings?,REFERENCE ANSWER: Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus.
Quick question — What does the Income Tax Act say about capital gains?,REFERENCE ANSWER: Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus.
Quick question — What are the arbitration procedures under the Arbitration and Conciliation Act?,REFERENCE ANSWER: Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus.
Quick question — What does the Right to Information Act 2005 say about public authorities?,REFERENCE ANSWER: Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus.
Quick question — What is the legal framework for GST in India?,REFERENCE ANSWER: Refusal — the GST legal framework in India is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the GST legal framework in India is not present in the indexed legal corpus.
Quick question — What are the provisions of the Hindu Marriage Act?,REFERENCE ANSWER: Refusal — the Hindu Marriage Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Hindu Marriage Act is not present in the indexed legal corpus.
Quick question — What does the Motor Vehicles Act say about insurance?,REFERENCE ANSWER: Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus.
Quick question — What are the provisions for bail under the Prevention of Money Laundering Act?,REFERENCE ANSWER: Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus.
Quick question — What does the Negotiable Instruments Act say about a bounced cheque?,REFERENCE ANSWER: Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus.
Quick question — What does the Transfer of Property Act say about a sale of immovable property?,REFERENCE ANSWER: Refusal — the Transfer of Property Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Transfer of Property Act is not present in the indexed legal corpus.
Quick question — What does the Specific Relief Act say about specific performance?,REFERENCE ANSWER: Refusal — the Specific Relief Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Specific Relief Act is not present in the indexed legal corpus.
Quick question — What does the Industrial Disputes Act say about retrenchment?,REFERENCE ANSWER: Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus.
Quick question — How often must a company hold board meetings under the Companies Act?,REFERENCE ANSWER: Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus.
Quick question — How is capital gains tax computed under the Income Tax Act?,REFERENCE ANSWER: Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus.
Quick question — How is an arbitral tribunal constituted under the Arbitration Act?,REFERENCE ANSWER: Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus.
Quick question — What are the duties of a public authority under the RTI Act?,REFERENCE ANSWER: Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus.
Quick question — How is GST levied under the CGST Act?,REFERENCE ANSWER: Refusal — the GST legal framework in India is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the GST legal framework in India is not present in the indexed legal corpus.
What is the difference between BNS and IPC?,REFERENCE ANSWER: BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections.
What is the difference between CrPC and BNSS?,REFERENCE ANSWER: BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections.
How does the BSA 2023 relate to the Indian Evidence Act?,REFERENCE ANSWER: BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections.
Which new laws replaced the old criminal statutes in India?,"REFERENCE ANSWER: BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.2|BNSS s.2","BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes."
What is the difference between the Consumer Protection Act 1986 and 2019?,REFERENCE ANSWER: CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA. | EXPECTED CITATIONS: LAW_MAPPINGS:full|CP s.2,CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA.
What are the fundamental rights guaranteed under the Constitution of India?,"REFERENCE ANSWER: Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies. | EXPECTED CITATIONS: Art. 14|Art. 21","Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies."
Did the 2023 criminal law reforms change the Constitution?,REFERENCE ANSWER: Constitution unaffected by the 2023 codes; Art. 21 and other rights unchanged. | EXPECTED CITATIONS: Art. 21,Constitution unaffected by the 2023 codes; Art. 21 and other rights unchanged.
How does the Bharatiya Nyaya Sanhita differ from the Indian Penal Code?,REFERENCE ANSWER: BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections.
How does BNSS 2023 relate to the old Code of Criminal Procedure?,REFERENCE ANSWER: BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections.
What replaced the Indian Evidence Act 1872?,REFERENCE ANSWER: BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections.
What are the three new criminal codes of 2023?,"REFERENCE ANSWER: BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.2|BNSS s.2","BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes."
How does the 2019 Consumer Protection Act differ from the 1986 Act?,REFERENCE ANSWER: CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA. | EXPECTED CITATIONS: LAW_MAPPINGS:full|CP s.2,CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA.
Which fundamental rights does the Constitution protect?,"REFERENCE ANSWER: Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies. | EXPECTED CITATIONS: Art. 14|Art. 21","Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies."
Is the Constitution affected by the new criminal codes?,REFERENCE ANSWER: Constitution unaffected by the 2023 codes; Art. 21 and other rights unchanged. | EXPECTED CITATIONS: Art. 21,Constitution unaffected by the 2023 codes; Art. 21 and other rights unchanged.
Could you tell me: What is the difference between BNS and IPC?,REFERENCE ANSWER: BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections.
Could you tell me: What is the difference between CrPC and BNSS?,REFERENCE ANSWER: BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections.
Could you tell me: How does the BSA 2023 relate to the Indian Evidence Act?,REFERENCE ANSWER: BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections.
