input,eval_context,expected_output
Can you explain the French Revolution in full detail?,REFERENCE ANSWER: Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters.
Who wrote the Indian Constitution and how was it drafted?,REFERENCE ANSWER: Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters.
What is the capital of France?,REFERENCE ANSWER: Refusal — the capital of France is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the capital of France is not present in the indexed NCERT chapters.
Can you help me with my Class 12 History exam?,REFERENCE ANSWER: Refusal — Class 12 History exam help is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Class 12 History exam help is not present in the indexed NCERT chapters.
How do you solve a quadratic equation?,REFERENCE ANSWER: Refusal — quadratic equations is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — quadratic equations is not present in the indexed NCERT chapters.
What is the periodic table?,REFERENCE ANSWER: Refusal — the periodic table is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the periodic table is not present in the indexed NCERT chapters.
Tell me about the Mughal empire and Akbar.,REFERENCE ANSWER: Refusal — the Mughal empire and Akbar is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Mughal empire and Akbar is not present in the indexed NCERT chapters.
Can you explain English tenses to me?,REFERENCE ANSWER: Refusal — English grammar and tenses is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — English grammar and tenses is not present in the indexed NCERT chapters.
How do I write a program in Python?,REFERENCE ANSWER: Refusal — computer programming is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — computer programming is not present in the indexed NCERT chapters.
Who is the current Prime Minister of India?,REFERENCE ANSWER: Refusal — the current Prime Minister of India is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the current Prime Minister of India is not present in the indexed NCERT chapters.
What is the structure of a plant cell?,REFERENCE ANSWER: Refusal — the structure of a cell is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the structure of a cell is not present in the indexed NCERT chapters.
What is trigonometry and how do sine and cosine work?,REFERENCE ANSWER: Refusal — trigonometry is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — trigonometry is not present in the indexed NCERT chapters.
Can you explain and prove the Pythagoras theorem?,REFERENCE ANSWER: Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters.
Explain the process of photosynthesis.,REFERENCE ANSWER: Refusal — photosynthesis is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — photosynthesis is not present in the indexed NCERT chapters.
What is water made of chemically?,REFERENCE ANSWER: Refusal — the chemical formula of water is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the chemical formula of water is not present in the indexed NCERT chapters.
State and explain Newton's second law.,REFERENCE ANSWER: Refusal — Newton's second law of motion is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Newton's second law of motion is not present in the indexed NCERT chapters.
Give me the detailed Class 9 chapter on the French Revolution.,REFERENCE ANSWER: Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters.
Tell me about the Constituent Assembly that drafted the Constitution.,REFERENCE ANSWER: Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters.
Which city is the capital of France?,REFERENCE ANSWER: Refusal — the capital of France is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the capital of France is not present in the indexed NCERT chapters.
I need answers for my Class 12 History paper.,REFERENCE ANSWER: Refusal — Class 12 History exam help is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Class 12 History exam help is not present in the indexed NCERT chapters.
What is the quadratic formula?,REFERENCE ANSWER: Refusal — quadratic equations is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — quadratic equations is not present in the indexed NCERT chapters.
How are elements arranged in the periodic table?,REFERENCE ANSWER: Refusal — the periodic table is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the periodic table is not present in the indexed NCERT chapters.
What were Akbar's main achievements?,REFERENCE ANSWER: Refusal — the Mughal empire and Akbar is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Mughal empire and Akbar is not present in the indexed NCERT chapters.
What are the rules of English grammar tenses?,REFERENCE ANSWER: Refusal — English grammar and tenses is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — English grammar and tenses is not present in the indexed NCERT chapters.
Can you teach me computer coding?,REFERENCE ANSWER: Refusal — computer programming is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — computer programming is not present in the indexed NCERT chapters.
Tell me the name of India's present Prime Minister.,REFERENCE ANSWER: Refusal — the current Prime Minister of India is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the current Prime Minister of India is not present in the indexed NCERT chapters.
Explain the parts of a cell.,REFERENCE ANSWER: Refusal — the structure of a cell is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the structure of a cell is not present in the indexed NCERT chapters.
Explain the basics of trigonometry.,REFERENCE ANSWER: Refusal — trigonometry is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — trigonometry is not present in the indexed NCERT chapters.
Could you tell me: What is the Pythagoras theorem and how is it proved?,REFERENCE ANSWER: Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters.
Could you tell me: What is photosynthesis?,REFERENCE ANSWER: Refusal — photosynthesis is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — photosynthesis is not present in the indexed NCERT chapters.
Could you tell me: What is the chemical formula of water?,REFERENCE ANSWER: Refusal — the chemical formula of water is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the chemical formula of water is not present in the indexed NCERT chapters.
Could you tell me: What is Newton's second law of motion?,REFERENCE ANSWER: Refusal — Newton's second law of motion is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Newton's second law of motion is not present in the indexed NCERT chapters.
Could you tell me: Can you explain the French Revolution in full detail?,REFERENCE ANSWER: Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters.
Could you tell me: Who wrote the Indian Constitution and how was it drafted?,REFERENCE ANSWER: Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters.
Could you tell me: What is the capital of France?,REFERENCE ANSWER: Refusal — the capital of France is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the capital of France is not present in the indexed NCERT chapters.
Could you tell me: Can you help me with my Class 12 History exam?,REFERENCE ANSWER: Refusal — Class 12 History exam help is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Class 12 History exam help is not present in the indexed NCERT chapters.
Could you tell me: How do you solve a quadratic equation?,REFERENCE ANSWER: Refusal — quadratic equations is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — quadratic equations is not present in the indexed NCERT chapters.
Could you tell me: What is the periodic table?,REFERENCE ANSWER: Refusal — the periodic table is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the periodic table is not present in the indexed NCERT chapters.
Could you tell me: Tell me about the Mughal empire and Akbar.,REFERENCE ANSWER: Refusal — the Mughal empire and Akbar is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Mughal empire and Akbar is not present in the indexed NCERT chapters.
Could you tell me: Can you explain English tenses to me?,REFERENCE ANSWER: Refusal — English grammar and tenses is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — English grammar and tenses is not present in the indexed NCERT chapters.
Could you tell me: How do I write a program in Python?,REFERENCE ANSWER: Refusal — computer programming is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — computer programming is not present in the indexed NCERT chapters.
Could you tell me: Who is the current Prime Minister of India?,REFERENCE ANSWER: Refusal — the current Prime Minister of India is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the current Prime Minister of India is not present in the indexed NCERT chapters.
Could you tell me: What is the structure of a plant cell?,REFERENCE ANSWER: Refusal — the structure of a cell is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the structure of a cell is not present in the indexed NCERT chapters.
Could you tell me: What is trigonometry and how do sine and cosine work?,REFERENCE ANSWER: Refusal — trigonometry is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — trigonometry is not present in the indexed NCERT chapters.
Could you tell me: Can you explain and prove the Pythagoras theorem?,REFERENCE ANSWER: Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters.
Could you tell me: Explain the process of photosynthesis.,REFERENCE ANSWER: Refusal — photosynthesis is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — photosynthesis is not present in the indexed NCERT chapters.
Could you tell me: What is water made of chemically?,REFERENCE ANSWER: Refusal — the chemical formula of water is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the chemical formula of water is not present in the indexed NCERT chapters.
Could you tell me: State and explain Newton's second law.,REFERENCE ANSWER: Refusal — Newton's second law of motion is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Newton's second law of motion is not present in the indexed NCERT chapters.
Could you tell me: Give me the detailed Class 9 chapter on the French Revolution.,REFERENCE ANSWER: Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters.
Could you tell me: Tell me about the Constituent Assembly that drafted the Constitution.,REFERENCE ANSWER: Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters.
Could you tell me: Which city is the capital of France?,REFERENCE ANSWER: Refusal — the capital of France is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the capital of France is not present in the indexed NCERT chapters.
How did nationalism in Europe differ from nationalism in India?,"REFERENCE ANSWER: Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule. | EXPECTED CITATIONS: Hist Ch.1 §1.1|Hist Ch.2 §1.3","Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule."
How did Belgium and Sri Lanka differ in handling their communities?,"REFERENCE ANSWER: Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation. | EXPECTED CITATIONS: Civics Ch.1 §1.1","Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation."
How does federalism relate to power sharing?,"REFERENCE ANSWER: Federalism = vertical power sharing across central, state and local levels. | EXPECTED CITATIONS: Civics Ch.1 §2.2|Civics Ch.2 §1.1","Federalism = vertical power sharing across central, state and local levels."
How do forest and wildlife resources fit into the classification of resources?,"REFERENCE ANSWER: Forests and wildlife = biotic, renewable resources needing conservation. | EXPECTED CITATIONS: Geo Ch.1 §1.1|Geo Ch.2 §1.1","Forests and wildlife = biotic, renewable resources needing conservation."
How do the sectors of the economy relate to a country's development?,"REFERENCE ANSWER: With development, weight shifts from primary to secondary and tertiary sectors. | EXPECTED CITATIONS: Econ Ch.1 §1.1|Econ Ch.2 §1.1","With development, weight shifts from primary to secondary and tertiary sectors."
How did colonialism shape the making of a global world?,REFERENCE ANSWER: Colonialism drew resources and labour from colonies and integrated regions into global trade. | EXPECTED CITATIONS: Hist Ch.3 §2.5,Colonialism drew resources and labour from colonies and integrated regions into global trade.
How did the enclosure movement affect European peasants?,"REFERENCE ANSWER: Enclosures privatised common land, displaced peasants, drove migration to towns and industrial labour. | EXPECTED CITATIONS: Hist Ch.3 §1.3","Enclosures privatised common land, displaced peasants, drove migration to towns and industrial labour."
What does nationalism mean?,REFERENCE ANSWER: Nationalism = shared identity and political belonging producing nation-states. | EXPECTED CITATIONS: Hist Ch.1 §1,Nationalism = shared identity and political belonging producing nation-states.
Why is average income not enough to judge development?,"REFERENCE ANSWER: Average income hides distribution; use health, education indicators and HDI too. | EXPECTED CITATIONS: Econ Ch.1 §1.1","Average income hides distribution; use health, education indicators and HDI too."
What is the difference between European and Indian nationalism?,"REFERENCE ANSWER: Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule. | EXPECTED CITATIONS: Hist Ch.1 §1.1|Hist Ch.2 §1.3","Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule."
What is the contrast between Belgium and Sri Lanka in the power sharing chapter?,"REFERENCE ANSWER: Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation. | EXPECTED CITATIONS: Civics Ch.1 §1.1","Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation."
How is federalism a form of power sharing?,"REFERENCE ANSWER: Federalism = vertical power sharing across central, state and local levels. | EXPECTED CITATIONS: Civics Ch.1 §2.2|Civics Ch.2 §1.1","Federalism = vertical power sharing across central, state and local levels."
Are forests and wildlife renewable resources?,"REFERENCE ANSWER: Forests and wildlife = biotic, renewable resources needing conservation. | EXPECTED CITATIONS: Geo Ch.1 §1.1|Geo Ch.2 §1.1","Forests and wildlife = biotic, renewable resources needing conservation."
How does the shift between sectors reflect development?,"REFERENCE ANSWER: With development, weight shifts from primary to secondary and tertiary sectors. | EXPECTED CITATIONS: Econ Ch.1 §1.1|Econ Ch.2 §1.1","With development, weight shifts from primary to secondary and tertiary sectors."
What role did colonialism play in the making of a global world?,REFERENCE ANSWER: Colonialism drew resources and labour from colonies and integrated regions into global trade. | EXPECTED CITATIONS: Hist Ch.3 §2.5,Colonialism drew resources and labour from colonies and integrated regions into global trade.
What was the effect of enclosures on peasants?,"REFERENCE ANSWER: Enclosures privatised common land, displaced peasants, drove migration to towns and industrial labour. | EXPECTED CITATIONS: Hist Ch.3 §1.3","Enclosures privatised common land, displaced peasants, drove migration to towns and industrial labour."
What is meant by a nation and nationalism in the chapter?,REFERENCE ANSWER: Nationalism = shared identity and political belonging producing nation-states. | EXPECTED CITATIONS: Hist Ch.1 §1,Nationalism = shared identity and political belonging producing nation-states.
What are the limitations of using per capita income for development?,"REFERENCE ANSWER: Average income hides distribution; use health, education indicators and HDI too. | EXPECTED CITATIONS: Econ Ch.1 §1.1","Average income hides distribution; use health, education indicators and HDI too."
Could you tell me: How did nationalism in Europe differ from nationalism in India?,"REFERENCE ANSWER: Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule. | EXPECTED CITATIONS: Hist Ch.1 §1.1|Hist Ch.2 §1.3","Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule."
Could you tell me: How did Belgium and Sri Lanka differ in handling their communities?,"REFERENCE ANSWER: Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation. | EXPECTED CITATIONS: Civics Ch.1 §1.1","Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation."
Could you tell me: How does federalism relate to power sharing?,"REFERENCE ANSWER: Federalism = vertical power sharing across central, state and local levels. | EXPECTED CITATIONS: Civics Ch.1 §2.2|Civics Ch.2 §1.1","Federalism = vertical power sharing across central, state and local levels."
Could you tell me: How do forest and wildlife resources fit into the classification of resources?,"REFERENCE ANSWER: Forests and wildlife = biotic, renewable resources needing conservation. | EXPECTED CITATIONS: Geo Ch.1 §1.1|Geo Ch.2 §1.1","Forests and wildlife = biotic, renewable resources needing conservation."
Could you tell me: How do the sectors of the economy relate to a country's development?,"REFERENCE ANSWER: With development, weight shifts from primary to secondary and tertiary sectors. | EXPECTED CITATIONS: Econ Ch.1 §1.1|Econ Ch.2 §1.1","With development, weight shifts from primary to secondary and tertiary sectors."
Could you tell me: How did colonialism shape the making of a global world?,REFERENCE ANSWER: Colonialism drew resources and labour from colonies and integrated regions into global trade. | EXPECTED CITATIONS: Hist Ch.3 §2.5,Colonialism drew resources and labour from colonies and integrated regions into global trade.
Could you tell me: How did the enclosure movement affect European peasants?,"REFERENCE ANSWER: Enclosures privatised common land, displaced peasants, drove migration to towns and industrial labour. | EXPECTED CITATIONS: Hist Ch.3 §1.3","Enclosures privatised common land, displaced peasants, drove migration to towns and industrial labour."
Could you tell me: What does nationalism mean?,REFERENCE ANSWER: Nationalism = shared identity and political belonging producing nation-states. | EXPECTED CITATIONS: Hist Ch.1 §1,Nationalism = shared identity and political belonging producing nation-states.
Could you tell me: Why is average income not enough to judge development?,"REFERENCE ANSWER: Average income hides distribution; use health, education indicators and HDI too. | EXPECTED CITATIONS: Econ Ch.1 §1.1","Average income hides distribution; use health, education indicators and HDI too."
Could you tell me: What is the difference between European and Indian nationalism?,"REFERENCE ANSWER: Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule. | EXPECTED CITATIONS: Hist Ch.1 §1.1|Hist Ch.2 §1.3","Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule."
Could you tell me: What is the contrast between Belgium and Sri Lanka in the power sharing chapter?,"REFERENCE ANSWER: Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation. | EXPECTED CITATIONS: Civics Ch.1 §1.1","Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation."
Could you tell me: How is federalism a form of power sharing?,"REFERENCE ANSWER: Federalism = vertical power sharing across central, state and local levels. | EXPECTED CITATIONS: Civics Ch.1 §2.2|Civics Ch.2 §1.1","Federalism = vertical power sharing across central, state and local levels."
Could you tell me: Are forests and wildlife renewable resources?,"REFERENCE ANSWER: Forests and wildlife = biotic, renewable resources needing conservation. | EXPECTED CITATIONS: Geo Ch.1 §1.1|Geo Ch.2 §1.1","Forests and wildlife = biotic, renewable resources needing conservation."
Could you tell me: How does the shift between sectors reflect development?,"REFERENCE ANSWER: With development, weight shifts from primary to secondary and tertiary sectors. | EXPECTED CITATIONS: Econ Ch.1 §1.1|Econ Ch.2 §1.1","With development, weight shifts from primary to secondary and tertiary sectors."
Could you tell me: What role did colonialism play in the making of a global world?,REFERENCE ANSWER: Colonialism drew resources and labour from colonies and integrated regions into global trade. | EXPECTED CITATIONS: Hist Ch.3 §2.5,Colonialism drew resources and labour from colonies and integrated regions into global trade.
Could you tell me: What was the effect of enclosures on peasants?,"REFERENCE ANSWER: Enclosures privatised common land, displaced peasants, drove migration to towns and industrial labour. | EXPECTED CITATIONS: Hist Ch.3 §1.3","Enclosures privatised common land, displaced peasants, drove migration to towns and industrial labour."
Could you tell me: What is meant by a nation and nationalism in the chapter?,REFERENCE ANSWER: Nationalism = shared identity and political belonging producing nation-states. | EXPECTED CITATIONS: Hist Ch.1 §1,Nationalism = shared identity and political belonging producing nation-states.
