input,eval_context,expected_output,output
Is Arogya Sanjeevani related to the Saral products?,"REFERENCE ANSWER: All IRDAI-standard; Arogya = health, Saral = life/accident. | EXPECTED CITATIONS: Arogya cl.1|SJB cl.1","All IRDAI-standard; Arogya = health, Saral = life/accident.","All three are IRDAI-standard products, but Arogya Sanjeevani is health cover while the Saral products are life and personal-accident cover (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy; SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Saral Suraksha Bima cover adventure sports injuries?,REFERENCE ANSWER: Adventurous-sports injuries excluded. | EXPECTED CITATIONS: SSB cl.3,Adventurous-sports injuries excluded.,"Injuries sustained whilst engaged in adventurous sports are excluded (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the grace period for premium payment under Saral Jeevan Bima?,REFERENCE ANSWER: Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
How much is paid on accidental death under Saral Suraksha Bima?,REFERENCE ANSWER: Accidental death = 100% of Capital Sum Insured. | EXPECTED CITATIONS: SSB cl.2,Accidental death = 100% of Capital Sum Insured.,"Accidental death is compensated at 100% of the Capital Sum Insured under the Table of Benefits (SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the difference between Saral Jeevan Bima and Saral Suraksha Bima?,REFERENCE ANSWER: SJB = term life (death); SSB = personal accident (accidental death/disability). | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,SJB = term life (death); SSB = personal accident (accidental death/disability).,"Saral Jeevan Bima is term life cover paying on death, while Saral Suraksha Bima is a personal accident policy paying on accidental death or disability; both are IRDAI-standard but cover different risks. The benefit is capped at Rs.2,00,000 per policy year (SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy; SSB cl.1 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What happens if a fraudulent claim is made under Saral Suraksha Bima?,"REFERENCE ANSWER: Fraud -> all benefits forfeited, policy void. | EXPECTED CITATIONS: SSB cl.4","Fraud -> all benefits forfeited, policy void.","All benefits are forfeited and the policy is treated as void in the case of any fraudulent claim or fraudulent means (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
How much does Saral Suraksha Bima pay for permanent total disablement?,REFERENCE ANSWER: PTD = 100% of Capital Sum Insured. | EXPECTED CITATIONS: SSB cl.2,PTD = 100% of Capital Sum Insured.,"Permanent total and absolute disablement is compensated at 100% of the Capital Sum Insured (SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Saral Jeevan Bima allow policy loans?,REFERENCE ANSWER: Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
Can I hold both Saral Jeevan Bima and Saral Suraksha Bima?,REFERENCE ANSWER: Not restricted in the corpus; separate products; confirm with insurer. | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,Not restricted in the corpus; separate products; confirm with insurer.,"The indexed wordings do not restrict holding both; they are separate IRDAI-standard products covering different risks — confirm eligibility with the insurer. *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What happens if I misrepresent facts when buying Saral Suraksha Bima?,"REFERENCE ANSWER: Misrepresentation/non-disclosure -> void ab initio, premium forfeited. | EXPECTED CITATIONS: SSB cl.4","Misrepresentation/non-disclosure -> void ab initio, premium forfeited.","The policy is void ab initio and premium is forfeited in the event of misrepresentation, mis-description or non-disclosure of material facts (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Is a super top-up health cover available here?,REFERENCE ANSWER: Refusal — top-up or super top-up health cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — top-up or super top-up health cover is not present in the indexed policy wordings.,"A super top-up of Rs.10 lakh is available above a Rs.5 lakh deductible (Arogya cl.11 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
How much is paid for loss of one eye or one limb under Saral Suraksha Bima?,REFERENCE ANSWER: Loss of one eye/hand/foot = 50% of Capital Sum Insured. | EXPECTED CITATIONS: SSB cl.2,Loss of one eye/hand/foot = 50% of Capital Sum Insured.,"Loss of sight in one eye, or of one hand or one foot, is compensated at 50% of the Capital Sum Insured (SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What role does IRDAI play in Arogya Sanjeevani?,REFERENCE ANSWER: IRDAI = insurance regulator; mandated the standard products. | EXPECTED CITATIONS: Arogya cl.1,IRDAI = insurance regulator; mandated the standard products.,"IRDAI is the Insurance Regulatory and Development Authority of India; it mandated these standard products and issued the Arogya Sanjeevani circular in this corpus (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the suicide clause in Saral Jeevan Bima?,REFERENCE ANSWER: Suicide excluded for 12 months (only exclusion). | EXPECTED CITATIONS: SJB cl.8,Suicide excluded for 12 months (only exclusion).,"The only exclusion is the suicide clause, which applies for a period of 12 months (SJB cl.8 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What counts as a pre-existing condition in Saral Suraksha Bima?,REFERENCE ANSWER: PED = signs/diagnosis/treatment within 48 months before first policy. | EXPECTED CITATIONS: SSB cl.1,PED = signs/diagnosis/treatment within 48 months before first policy.,"Pre-existing conditions are those going back roughly four years before your first policy (SSB cl.1 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the room rent limit under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
"If I want accidental death cover, which of these policies applies?",REFERENCE ANSWER: Accidental death -> Saral Suraksha Bima; general death -> SJB. | EXPECTED CITATIONS: SSB cl.2|SJB cl.1,Accidental death -> Saral Suraksha Bima; general death -> SJB.,"Accidental death is covered under Saral Suraksha Bima; Saral Jeevan Bima covers death generally as a term plan (SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy; SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
When does critical-illness cover start under Saral Suraksha Bima?,REFERENCE ANSWER: CI: 90-day wait; death within 30 days of diagnosis excluded. | EXPECTED CITATIONS: SSB cl.1,CI: 90-day wait; death within 30 days of diagnosis excluded.,"Critical illness cover has a 90-day waiting period from commencement, and death within 30 days of diagnosis is excluded (SSB cl.1 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the co-payment under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
What paperwork does a Saral Suraksha Bima death claim require?,"REFERENCE ANSWER: Claim form, Death Certificate, FIR, Panchnama, post-mortem. | EXPECTED CITATIONS: SSB cl.3","Claim form, Death Certificate, FIR, Panchnama, post-mortem.","Broadly, a death claim requires a completed claim form, the Death Certificate and original FIR, the original Panchnama and the post-mortem report (exact figures depend on your schedule) (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Which policy pays if I die of natural causes?,REFERENCE ANSWER: Natural-cause death -> SJB; SSB is accident-only. | EXPECTED CITATIONS: SJB cl.1|SSB cl.2,Natural-cause death -> SJB; SSB is accident-only.,"Saral Jeevan Bima pays the Sum Assured on death during the term including natural causes, whereas Saral Suraksha Bima pays only for accidental death (SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy; SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Is nuclear or radioactive damage excluded under Saral Suraksha Bima?,REFERENCE ANSWER: Nuclear/radioactive hazards excluded. | EXPECTED CITATIONS: SSB cl.3,Nuclear/radioactive hazards excluded.,"No — the radioactive, toxic or explosive hazards of any nuclear assembly or nuclear component are explicitly excluded (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the claim-intimation timeline under Saral Suraksha Bima?,REFERENCE ANSWER: Notify immediately; within one calendar month after death. | EXPECTED CITATIONS: SSB cl.3,Notify immediately; within one calendar month after death.,"This is addressed in the policy, though the exact terms depend on your schedule (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the hospitalisation cover under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
What does it mean that Saral Jeevan Bima is a standard product?,REFERENCE ANSWER: IRDAI-standardised features/wording for comparability and less mis-selling. | EXPECTED CITATIONS: SJB cl.1,IRDAI-standardised features/wording for comparability and less mis-selling.,"Broadly, iRDAI mandated standard individual products with uniform features and wording to aid comparison and reduce mis-selling (exact figures depend on your schedule) (SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Saral Suraksha Bima cover injury from war?,REFERENCE ANSWER: War/invasion/hostilities excluded. | EXPECTED CITATIONS: SSB cl.3,War/invasion/hostilities excluded.,"Saral Suraksha Bima is an IRDAI-standard personal accident policy (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the arbitration process under Saral Suraksha Bima?,REFERENCE ANSWER: Sole arbitrator / panel of 3; Arbitration & Conciliation Act 1996. | EXPECTED CITATIONS: SSB cl.4,Sole arbitrator / panel of 3; Arbitration & Conciliation Act 1996.,"Disputes over quantum go to a sole arbitrator, or a panel of three if the parties cannot agree within 30 days, under the Arbitration and Conciliation Act 1996 (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the waiting period for pre-existing diseases under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
How does Arogya Sanjeevani relate to Saral Jeevan Bima and Saral Suraksha Bima?,"REFERENCE ANSWER: All IRDAI-standard; Arogya = health, Saral = life/accident. | EXPECTED CITATIONS: Arogya cl.1|SJB cl.1","All IRDAI-standard; Arogya = health, Saral = life/accident.","All three are IRDAI-standard products, but Arogya Sanjeevani is health cover while the Saral products are life and personal-accident cover (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy; SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Is intentional self-injury excluded under Saral Suraksha Bima?,REFERENCE ANSWER: Suicide/self-injury excluded from PA cover. | EXPECTED CITATIONS: SSB cl.3,Suicide/self-injury excluded from PA cover.,Committing or attempting suicide and intentional self-injury are excluded from the personal accident cover (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy).
Does Arogya Sanjeevani cover maternity?,REFERENCE ANSWER: Refusal — maternity cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — maternity cover under Arogya Sanjeevani is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
Where are Saral Suraksha Bima claims payable?,REFERENCE ANSWER: India only; claims in Indian currency. | EXPECTED CITATIONS: SSB cl.4,India only; claims in Indian currency.,"This is addressed in the policy, though the exact terms depend on your schedule (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the difference between Saral Jeevan Bima and Saral Suraksha Bima?,REFERENCE ANSWER: SJB = term life (death); SSB = personal accident (accidental death/disability). | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,SJB = term life (death); SSB = personal accident (accidental death/disability).,"Saral Jeevan Bima is term life cover paying on death, while Saral Suraksha Bima is a personal accident policy paying on accidental death or disability; both are IRDAI-standard but cover different risks. *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Saral Suraksha Bima pay if the accident happened under the influence of alcohol?,REFERENCE ANSWER: Under-influence-of-liquor claims excluded. | EXPECTED CITATIONS: SSB cl.3,Under-influence-of-liquor claims excluded.,"No — claims arising whilst under the influence of intoxicating liquor are excluded (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Are day-care procedures covered under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — day-care procedure cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — day-care procedure cover under Arogya Sanjeevani is not present in the indexed policy wordings.,"Sorry, that specific information isn't in the policy documents I have."
What is the renewal condition for Saral Suraksha Bima?,REFERENCE ANSWER: Ceasing age 80; renew within 15 days of expiry. | EXPECTED CITATIONS: SSB cl.4,Ceasing age 80; renew within 15 days of expiry.,"The policy is renewable with a ceasing age of 80 years, and must be renewed within 15 days of expiry to maintain continuity, as detailed in the Motor Policy cl.9 — Motor Policy. *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Can I hold both Saral Jeevan Bima and Saral Suraksha Bima?,REFERENCE ANSWER: Not restricted in the corpus; separate products; confirm with insurer. | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,Not restricted in the corpus; separate products; confirm with insurer.,"The indexed wordings do not restrict holding both; they are separate IRDAI-standard products covering different risks — confirm eligibility with the insurer (SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy; SSB cl.1 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Are adventurous sports excluded under Saral Suraksha Bima?,REFERENCE ANSWER: Adventurous-sports injuries excluded. | EXPECTED CITATIONS: SSB cl.3,Adventurous-sports injuries excluded.,"Injuries sustained whilst engaged in adventurous sports are excluded (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What does third-party motor insurance cover?,REFERENCE ANSWER: Refusal — third-party motor insurance cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — third-party motor insurance cover is not present in the indexed policy wordings.,"Third-party motor liability is covered up to Rs.7.5 lakh (Motor Policy cl.3 — Motor Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
How is the premium refund calculated on cancelling Saral Suraksha Bima?,"REFERENCE ANSWER: Short-period: 25% retained <=1mo, 50% <=3mo, etc. | EXPECTED CITATIONS: SSB cl.4","Short-period: 25% retained <=1mo, 50% <=3mo, etc.","Early cancellation retains roughly a quarter of the annual premium (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is IRDAI and what is its role in these policies?,REFERENCE ANSWER: IRDAI = insurance regulator; mandated the standard products. | EXPECTED CITATIONS: Arogya cl.1,IRDAI = insurance regulator; mandated the standard products.,"IRDAI is the Insurance Regulatory and Development Authority of India; it mandated these standard products and issued the Arogya Sanjeevani circular in this corpus (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What if I give false information in a Saral Suraksha Bima claim?,"REFERENCE ANSWER: Fraud -> all benefits forfeited, policy void. | EXPECTED CITATIONS: SSB cl.4","Fraud -> all benefits forfeited, policy void.","All benefits are forfeited and the policy is treated as void in the case of any fraudulent claim or fraudulent means. A nominal co-payment of around 10% may also apply (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is covered under home insurance in India?,REFERENCE ANSWER: Refusal — home insurance cover in India is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — home insurance cover in India is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
What happens if the insurer delays my Saral Suraksha Bima claim payment?,REFERENCE ANSWER: Pay within 7 days of acceptance; delay interest 2% above bank rate. | EXPECTED CITATIONS: SSB cl.4,Pay within 7 days of acceptance; delay interest 2% above bank rate.,"Once a settlement offer is accepted, payment is made within 7 days; delayed payment carries interest at 2% above the bank rate (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Which policy covers accidental death?,REFERENCE ANSWER: Accidental death -> Saral Suraksha Bima; general death -> SJB. | EXPECTED CITATIONS: SSB cl.2|SJB cl.1,Accidental death -> Saral Suraksha Bima; general death -> SJB.,"Accidental death is covered under Saral Suraksha Bima; Saral Jeevan Bima covers death generally as a term plan (SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy; SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the consequence of non-disclosure under Saral Suraksha Bima?,"REFERENCE ANSWER: Misrepresentation/non-disclosure -> void ab initio, premium forfeited. | EXPECTED CITATIONS: SSB cl.4","Misrepresentation/non-disclosure -> void ab initio, premium forfeited.","The policy is void ab initio and premium is forfeited in the event of misrepresentation, mis-description or non-disclosure of material facts (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What does travel insurance cover?,REFERENCE ANSWER: Refusal — travel insurance cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — travel insurance cover is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
How does contribution work under Saral Suraksha Bima?,REFERENCE ANSWER: Rateable proportion if other cover exists; CI paid in excess. | EXPECTED CITATIONS: SSB cl.4,Rateable proportion if other cover exists; CI paid in excess.,"Broadly, if other insurance covers the same loss, the insurer pays only its rateable proportion, except critical-illness cover, which is paid in excess (exact figures depend on your schedule) (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Which policy pays if I die of natural causes?,REFERENCE ANSWER: Natural-cause death -> SJB; SSB is accident-only. | EXPECTED CITATIONS: SJB cl.1|SSB cl.2,Natural-cause death -> SJB; SSB is accident-only.,"Broadly, saral Jeevan Bima pays the Sum Assured on death during the term including natural causes, whereas Saral Suraksha Bima pays only for accidental death (exact figures depend on your schedule) (SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy; SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Saral Jeevan Bima exclude suicide?,REFERENCE ANSWER: Suicide excluded for 12 months (only exclusion). | EXPECTED CITATIONS: SJB cl.8,Suicide excluded for 12 months (only exclusion).,"The only exclusion is the suicide clause, which applies for a period of 12 months (SJB cl.8 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What sum insured range does Arogya Sanjeevani offer?,"REFERENCE ANSWER: SI Rs.1 lakh to Rs.5 lakh, in multiples of Rs.50,000. | EXPECTED CITATIONS: Arogya cl.1","SI Rs.1 lakh to Rs.5 lakh, in multiples of Rs.50,000.","This is addressed in the policy, though the exact terms depend on your schedule (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is the grace period for premium payment under Saral Jeevan Bima?,REFERENCE ANSWER: Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
Why are these called standard products?,REFERENCE ANSWER: IRDAI-standardised features/wording for comparability and less mis-selling. | EXPECTED CITATIONS: SJB cl.1,IRDAI-standardised features/wording for comparability and less mis-selling.,"This is addressed in the policy, though the exact terms depend on your schedule (SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Is there a waiting period for critical illness under Saral Suraksha Bima?,REFERENCE ANSWER: CI: 90-day wait; death within 30 days of diagnosis excluded. | EXPECTED CITATIONS: SSB cl.1,CI: 90-day wait; death within 30 days of diagnosis excluded.,"Critical illness cover has a 90-day waiting period from commencement, and death within 30 days of diagnosis is excluded (SSB cl.1 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Can I take a loan against Saral Jeevan Bima?,REFERENCE ANSWER: Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
What did the Arogya Sanjeevani amendment change about sum insured?,"REFERENCE ANSWER: Amendment allows SI below Rs.1 lakh / above Rs.5 lakh, subject to underwriting. | EXPECTED CITATIONS: Arogya cl.2","Amendment allows SI below Rs.1 lakh / above Rs.5 lakh, subject to underwriting.","Insurers may now offer sum insured below Rs.1 lakh or above Rs.5 lakh, subject to their underwriting policy, in multiples of Rs.50,000. A nominal co-payment of around 10% may also apply (Arogya cl.2 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Is Arogya Sanjeevani related to the Saral products?,"REFERENCE ANSWER: All IRDAI-standard; Arogya = health, Saral = life/accident. | EXPECTED CITATIONS: Arogya cl.1|SJB cl.1","All IRDAI-standard; Arogya = health, Saral = life/accident.","Broadly, all three are IRDAI-standard products, but Arogya Sanjeevani is health cover while the Saral products are life and personal-accident cover (exact figures depend on your schedule) (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy; SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Saral Suraksha Bima cover nuclear damage?,REFERENCE ANSWER: Nuclear/radioactive hazards excluded. | EXPECTED CITATIONS: SSB cl.3,Nuclear/radioactive hazards excluded.,"No — the radioactive, toxic or explosive hazards of any nuclear assembly or nuclear component are explicitly excluded. A nominal co-payment of around 10% may also apply (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Is a super top-up health cover available here?,REFERENCE ANSWER: Refusal — top-up or super top-up health cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — top-up or super top-up health cover is not present in the indexed policy wordings.,"Sorry, that specific information isn't in the policy documents I have."
Which insurers must offer Arogya Sanjeevani?,REFERENCE ANSWER: IRDAI-mandated standard product; all general/health insurers. | EXPECTED CITATIONS: Arogya cl.1,IRDAI-mandated standard product; all general/health insurers.,"Arogya Sanjeevani is a standard health product that IRDAI requires all general and health insurers to offer (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
